1,2,3,type
40,0,80,1
55,0,77,4
55,0,79,4
37,0,76,1
39,-1,78,1
103,1,104,5
37,0,79,1
37,-1,79,1
51,-1,78,1
44,1,83,1
50,-4,86,1
55,1,72,4
56,1,82,1
56,0,95,4
47,-1,87,1
49,1,79,1
43,0,79,1
56,0,87,1
53,-1,82,1
82,-1,86,5
45,0,86,1
55,0,82,4
49,0,95,1
40,0,80,1
37,0,82,1
55,-1,81,1
56,0,80,1
37,0,104,1
38,-4,105,1
85,0,88,5
55,0,96,4
49,0,88,1
41,0,81,1
55,0,78,4
44,1,84,1
46,4,83,1
52,-3,77,1
37,0,78,1
55,0,77,4
38,1,76,1
84,0,88,5
37,0,95,1
37,0,79,1
45,-5,88,1
56,0,79,4
56,0,79,4
43,-1,85,1
56,0,81,4
41,-1,80,1
53,0,87,1
37,0,77,1
37,0,77,1
104,-5,106,5
37,0,83,1
68,-27,107,3
37,0,104,1
56,0,79,4
37,0,96,1
37,0,76,1
37,0,82,1
37,0,104,1
45,-1,76,1
37,1,79,1
44,0,85,1
55,0,77,4
38,-5,97,1
50,0,90,1
45,0,89,1
56,0,91,4
46,0,83,1
49,0,81,1
79,0,83,5
43,-1,79,1
37,0,103,1
45,0,87,1
53,0,88,1
52,0,86,1
37,0,105,1
55,0,77,4
41,-4,76,1
56,0,79,4
37,0,76,1
51,-3,79,1
53,-1,84,1
37,0,105,1
56,0,96,4
46,0,76,1
49,0,107,1
43,0,75,1
37,0,75,1
37,0,76,1
44,-4,86,1
55,0,77,4
37,-49,80,3
55,0,92,4
75,-4,79,5
37,0,77,1
45,0,93,1
53,2,88,1
56,5,86,1
43,0,76,1
56,0,83,1
48,0,88,1
49,4,79,1
50,0,85,1
55,0,79,4
47,0,90,1
46,0,93,1
55,0,93,4
55,0,97,4
61,-3,111,1
37,-1,75,1
37,0,75,1
55,0,95,4
56,0,86,1
55,0,97,4
43,0,76,1
56,0,84,1
39,-2,97,1
38,0,97,1
40,3,107,1
49,0,84,1
55,4,77,1
41,0,83,1
41,1,83,1
53,-3,88,1
37,-3,75,1
37,0,75,1
45,-2,83,1
49,0,82,1
43,-1,86,1
81,5,86,5
55,0,92,4
56,0,81,4
38,0,92,1
55,-2,95,4
51,0,87,1
49,5,88,1
82,-1,86,5
52,-5,86,1
37,0,76,1
41,0,81,1
47,-3,78,1
45,0,85,1
51,-1,84,1
56,0,96,4
41,0,84,1
37,-2,78,1
56,0,95,4
37,0,106,1
56,0,86,1
37,0,79,1
44,-2,79,1
50,0,78,1
37,-2,94,1
44,5,78,1
56,0,77,4
37,0,92,1
43,-3,85,1
39,0,81,1
37,0,76,1
55,0,77,4
56,0,77,4
56,0,82,1
53,0,78,1
44,-2,78,1
55,0,96,4
45,1,102,1
53,-2,87,1
78,0,83,5
41,0,77,1
45,0,106,1
56,0,97,4
104,1,106,5
39,2,83,1
56,-3,92,1
44,-3,83,1
37,0,96,1
37,0,78,1
86,5,89,5
37,0,77,1
37,0,104,1
47,0,85,1
45,0,88,1
102,0,102,5
39,1,102,1
37,0,75,1
37,0,108,1
53,0,108,1
45,0,80,1
41,0,81,1
37,0,98,1
43,0,78,1
80,-1,84,5
46,-3,86,1
56,0,86,1
54,4,82,1
55,0,96,4
37,0,77,1
56,0,83,1
41,0,87,1
43,0,86,1
56,-1,96,4
55,0,86,1
37,-10,106,1
56,4,81,1
56,0,81,1
37,-1,76,1
55,0,77,4
45,0,76,1
51,4,79,1
37,0,96,1
41,0,89,1
41,3,87,1
38,0,92,1
37,0,78,1
41,0,81,1
37,0,80,1
55,0,95,4
45,0,87,1
56,0,92,4
38,5,79,1
37,0,76,1
37,0,77,1
37,0,78,1
41,-2,86,1
44,2,76,1
42,0,81,1
45,-3,86,1
39,0,76,1
46,2,79,1
46,0,86,1
37,-1,78,1
106,5,107,5
37,0,106,1
106,0,108,5
46,3,87,1
55,0,81,4
40,-3,77,1
55,-1,98,4
51,1,83,1
45,-3,82,1
56,4,95,4
56,4,95,1
36,-5,81,1
41,-4,76,1
45,2,76,1
56,0,95,4
37,0,76,1
37,-2,106,1
37,0,78,1
55,0,81,4
55,0,89,1
56,0,82,4
56,1,82,1
37,0,77,1
44,2,85,1
56,0,77,4
55,5,83,1
55,0,78,4
51,-3,85,1
43,1,82,1
41,0,106,1
43,0,79,1
45,0,84,1
42,0,76,1
41,4,78,1
37,1,77,1
55,0,79,4
81,0,86,5
50,-1,86,1
37,0,76,1
37,0,96,1
37,0,76,1
37,0,77,1
45,0,76,1
46,-1,85,1
37,0,81,1
45,0,84,1
37,0,104,1
37,0,79,1
37,0,81,1
41,0,81,1
37,0,80,1
43,0,106,1
41,0,81,1
40,-2,83,1
37,0,79,1
45,0,88,1
43,4,108,1
43,0,77,1
49,0,86,1
56,1,86,1
80,0,84,5
37,0,102,1
51,0,81,1
43,0,77,1
43,-1,77,1
44,0,86,1
81,0,84,5
42,36,77,2
51,1,88,1
37,0,95,1
84,0,88,5
56,-2,87,1
53,0,81,1
55,0,82,4
37,0,79,1
41,-5,86,1
55,-1,79,4
37,0,76,1
51,0,87,1
53,0,80,1
55,0,96,4
55,0,77,4
37,0,104,1
37,3,94,1
41,0,82,1
55,0,78,4
37,0,76,1
37,0,76,1
56,-1,96,4
37,0,106,1
45,4,76,1
56,0,79,4
58,2,86,1
46,0,76,1
56,5,97,4
45,3,83,1
49,1,83,1
45,0,88,1
45,1,84,1
42,-1,86,1
52,0,79,1
37,5,83,1
49,-1,83,1
43,0,79,1
37,0,81,1
37,0,77,1
38,0,96,1
56,0,77,4
53,3,80,1
49,1,86,1
40,0,79,1
39,1,76,1
49,-6,83,1
49,0,85,1
37,0,104,1
37,-2,97,1
41,0,81,1
85,0,88,5
44,1,86,1
51,0,86,1
38,1,80,1
55,0,80,1
37,0,79,1
37,-1,97,1
45,0,88,1
42,4,83,1
37,0,77,1
51,0,88,1
56,0,97,4
43,0,81,1
46,0,76,1
38,1,76,1
46,4,79,1
41,0,87,1
55,0,77,4
55,0,77,4
56,1,80,1
41,-1,84,1
42,0,81,1
45,0,90,1
41,-3,82,1
42,4,78,1
41,-2,75,1
46,1,77,1
46,0,86,1
75,0,79,5
56,4,95,4
79,0,83,5
44,0,88,1
55,-5,83,1
55,0,82,4
53,-4,81,1
37,0,104,1
58,0,91,1
37,0,99,1
54,0,79,1
81,0,84,5
43,-1,81,1
41,0,76,1
85,0,88,5
48,0,81,1
56,0,107,1
43,0,81,1
37,0,77,1
45,1,79,1
37,0,80,1
77,2,81,5
102,0,103,5
46,1,86,1
44,1,79,1
76,0,80,5
55,0,77,4
44,0,86,1
105,0,106,5
45,0,84,1
45,0,84,1
55,0,95,4
55,0,86,1
55,0,77,4
44,1,82,1
46,0,85,1
38,3,75,1
41,0,84,1
41,1,80,1
45,0,93,1
82,0,85,5
47,1,82,1
37,0,77,1
82,0,86,5
79,0,83,5
37,0,93,1
55,-2,98,4
45,0,83,1
53,0,86,1
107,5,108,5
41,0,83,1
45,0,76,1
43,-3,89,1
53,0,79,1
56,0,96,1
46,0,78,1
46,-1,90,1
52,0,88,1
37,0,78,1
56,0,98,4
58,1,84,1
50,3,84,1
41,-2,76,1
37,-2,76,1
56,-1,97,4
50,0,84,1
37,1,76,1
37,0,80,1
43,0,76,1
37,0,92,1
41,-5,82,1
56,0,79,4
46,0,88,1
37,0,90,1
106,5,108,5
40,-1,79,1
104,0,106,5
46,4,83,1
55,5,82,1
56,0,77,4
42,0,89,1
56,0,97,4
37,0,77,1
37,0,79,1
37,0,81,1
37,-3,83,1
56,5,95,1
39,-1,79,1
39,1,77,1
37,-1163,105,1
37,0,75,1
56,0,96,4
37,0,106,1
37,0,81,1
50,4,88,1
37,0,77,1
37,0,90,1
37,0,80,1
41,2,77,1
45,0,86,1
44,1,83,1
38,0,107,1
44,0,86,1
58,-5,86,1
49,-4,77,1
76,-1,81,5
40,4,79,1
56,0,95,4
37,0,80,1
50,0,107,1
56,0,78,1
43,0,86,1
41,0,79,1
37,0,78,1
56,5,87,1
55,0,77,4
42,1,102,1
51,0,86,1
43,0,76,1
37,0,106,1
48,0,88,1
43,1,78,1
37,0,77,1
53,3,79,1
44,-8,88,1
47,1,86,1
37,0,95,1
79,0,83,5
37,0,80,1
41,0,79,1
43,0,83,1
46,0,86,1
56,0,78,4
41,-3,83,1
82,3,86,5
43,0,77,1
53,3,86,1
37,0,76,1
51,5,86,1
56,-4,96,4
47,3,90,1
82,0,86,5
37,0,78,1
40,-1,88,1
56,0,95,4
38,-6,90,1
56,-4,96,1
44,5,90,1
41,0,81,1
56,2,98,4
40,4,90,1
49,3,86,1
56,0,81,4
37,0,74,1
53,0,108,1
57,1,80,1
37,0,76,1
56,0,92,4
63,0,111,1
37,0,79,1
41,-1,76,1
56,0,82,4
45,0,82,1
56,-1,95,1
37,0,81,1
37,0,76,1
37,0,97,1
53,2,81,1
49,0,81,1
46,0,79,1
79,0,83,5
56,0,77,4
37,4,80,1
44,0,81,1
79,0,84,5
37,0,83,1
41,0,86,1
50,0,77,1
53,0,88,1
80,0,84,5
41,1,79,1
54,3,86,1
45,0,81,1
56,0,78,4
56,0,85,1
37,0,76,1
46,3,84,1
39,-2,79,1
56,0,81,4
41,5,78,1
41,0,83,1
37,0,76,1
38,0,76,1
37,0,78,1
37,0,104,1
37,0,76,1
83,0,87,5
53,-1,81,1
73,-45,88,3
45,0,86,1
45,1,86,1
50,3,80,1
59,0,87,1
37,0,105,1
49,0,83,1
37,0,83,1
37,0,95,1
37,0,76,1
55,0,77,4
37,0,21,1
43,0,75,1
55,0,78,4
56,5,99,4
53,0,80,1
45,1,79,1
37,0,80,1
55,0,79,4
44,1,77,1
37,0,79,1
52,0,88,1
47,0,86,1
46,-5,86,1
55,3,86,1
56,0,78,4
37,0,83,1
55,0,97,4
51,4,85,1
56,0,95,4
37,1,77,1
51,0,86,1
37,0,76,1
37,0,82,1
85,0,89,5
53,0,103,1
44,3,76,1
55,0,95,4
56,0,96,4
52,0,77,1
51,0,83,1
45,0,87,1
37,0,83,1
55,0,86,1
47,0,76,1
79,0,83,5
54,3,80,1
37,-1,106,1
52,2,83,1
49,2,85,1
37,0,78,1
41,-4,76,1
79,1,83,5
41,0,83,1
42,0,76,1
44,-1,93,1
41,0,86,1
37,0,75,1
39,0,77,1
44,5,76,1
47,0,95,1
38,0,97,1
55,0,79,4
56,-5,107,1
56,0,78,4
37,0,80,1
37,0,79,1
37,0,79,1
40,-3,76,1
49,3,88,1
56,0,92,4
56,0,81,4
51,0,86,1
45,0,76,1
44,-37,77,3
56,0,97,4
43,3,83,1
44,-33,88,1
46,0,85,1
47,0,79,1
37,0,95,1
46,0,84,1
55,0,92,4
56,5,75,4
53,-3,79,1
45,-1,77,1
37,0,79,1
41,0,76,1
56,3,84,1
45,-2,86,1
52,0,82,1
36,3,75,1
105,0,106,5
49,0,83,1
55,0,77,4
44,0,83,1
51,2,87,1
55,1,87,1
37,0,101,1
38,-3,75,1
41,1,86,1
56,0,98,4
108,0,109,5
56,0,78,4
51,0,91,1
43,1,76,1
44,-2,80,1
56,0,97,4
48,0,86,1
55,0,96,4
37,-2,83,1
55,0,77,4
55,0,96,4
56,-1,86,1
37,0,96,1
43,5,89,1
82,0,85,5
55,0,96,4
42,5,102,1
51,0,78,1
83,0,86,5
53,1,81,1
43,0,88,1
37,0,77,1
51,-2,109,1
37,0,79,1
43,-1,99,1
56,0,95,4
45,2,78,1
46,0,102,1
37,0,76,1
55,0,77,4
44,0,82,1
37,0,75,1
43,0,83,1
37,0,84,1
44,0,86,1
37,0,99,1
55,5,95,4
56,0,98,4
39,0,82,1
38,-1,81,1
56,1,97,4
52,0,88,1
37,-1,75,1
56,0,95,1
81,1,84,5
37,0,80,1
42,0,86,1
81,-28,89,3
38,-3,77,1
44,-1,82,1
37,0,94,1
45,5,81,1
39,-1,86,1
55,0,95,4
55,0,83,1
49,0,87,1
37,0,80,1
56,0,76,4
37,0,77,1
47,-3,87,1
55,0,93,4
37,0,83,1
45,0,74,1
48,0,89,1
54,0,81,1
49,0,81,1
81,0,86,5
37,0,82,1
37,0,80,1
49,0,88,1
37,0,93,1
55,0,98,4
55,0,77,4
37,0,79,1
55,-1,98,4
43,-1,75,1
41,0,79,1
45,0,87,1
45,0,108,1
82,5,86,5
49,0,86,1
56,-2,78,1
42,3,83,1
37,0,97,1
37,0,79,1
56,2,86,1
85,0,88,5
53,0,84,1
43,0,108,1
53,0,80,1
78,-2,83,5
37,0,94,1
37,0,75,1
37,0,96,1
41,0,106,1
43,-2,81,1
43,1,86,1
41,-1,97,1
48,4,80,1
37,0,77,1
56,0,77,4
41,0,78,1
45,0,83,1
37,0,80,1
37,0,79,1
47,0,79,1
55,0,92,4
45,0,76,1
50,-3,83,1
78,0,82,5
37,0,76,1
82,0,85,5
55,-3,90,1
50,-1,89,1
55,0,77,4
45,-3,83,1
45,-5,83,1
54,0,90,1
46,5,83,1
51,0,83,1
56,3,80,4
51,1,83,1
44,2,86,1
45,-2,109,1
51,2,83,1
48,5,102,1
56,-3,97,4
45,-3,86,1
44,0,75,1
56,0,81,4
55,5,91,1
37,1,77,1
41,0,86,1
55,1,89,1
56,-2,91,1
47,0,88,1
44,4,79,1
43,-1,79,1
37,0,76,1
79,1,84,5
56,2,80,4
37,0,80,1
50,-6,86,1
41,2,81,1
37,0,75,1
45,-5,76,1
55,0,77,4
53,4,81,1
37,0,77,1
37,0,82,1
37,0,97,1
44,-2,88,1
45,0,77,1
55,0,95,4
48,5,81,1
55,0,77,4
37,0,77,1
37,-54,106,1
37,0,108,1
37,0,79,1
44,0,81,1
80,0,84,5
45,0,108,1
38,0,92,1
55,0,96,4
48,5,88,1
55,0,81,4
37,5,79,1
43,-1,83,1
56,0,81,4
38,0,82,1
55,0,95,4
42,1,87,1
48,-3,80,1
37,0,76,1
49,0,86,1
56,0,96,1
55,0,77,4
37,0,77,1
45,0,83,1
37,-2,78,1
49,2,84,1
37,0,81,1
55,0,81,1
84,-3,88,5
58,3,91,1
37,-1,79,1
78,-4,83,5
77,0,81,5
37,0,77,1
37,0,78,1
49,0,81,1
53,1,78,1
55,0,97,4
51,-4,84,1
41,-2,86,1
44,0,82,1
49,-1,86,1
55,0,77,4
56,0,95,4
55,0,77,4
79,-1,83,5
56,3,98,4
55,0,80,4
51,1,88,1
37,0,79,1
56,0,95,4
48,0,87,1
55,0,96,4
56,0,98,4
52,3,83,1
56,0,108,1
41,0,80,1
37,4,79,1
37,0,103,1
84,-1,88,5
48,0,81,1
55,0,98,4
61,0,111,1
37,-1,77,1
44,1,77,1
37,0,76,1
46,1,83,1
49,-2,77,1
37,3,77,1
56,0,77,4
55,0,77,4
37,0,78,1
37,5,79,1
46,0,86,1
37,0,84,1
37,0,76,1
42,0,87,1
48,0,77,1
38,2,76,1
51,0,83,1
56,2,81,1
44,0,84,1
56,0,97,1
37,-1,76,1
55,0,78,4
56,0,79,4
55,-2,86,1
48,0,83,1
46,0,78,1
46,-2,88,1
49,0,84,1
37,0,106,1
44,4,84,1
56,-1,83,1
37,0,80,1
46,0,85,1
37,0,75,1
40,0,78,1
46,0,84,1
37,0,75,1
45,-1,79,1
56,0,84,1
41,0,79,1
46,-1,79,1
37,0,79,1
44,2,77,1
55,0,79,4
56,0,77,4
41,0,77,1
43,0,78,1
38,-5,81,1
37,0,108,1
46,0,82,1
44,-3,82,1
55,6,95,4
53,0,104,1
43,0,86,1
55,-1,98,4
83,-3,88,5
46,1,76,1
83,0,87,5
55,-2,78,4
37,0,105,1
37,0,105,1
80,0,84,5
50,0,82,1
56,0,92,4
55,-2,86,1
48,-5,83,1
56,-4,87,1
37,0,76,1
55,0,96,4
55,0,92,4
106,0,108,5
37,-1,77,1
37,5,80,1
56,0,92,1
37,0,80,1
56,0,95,4
37,-1,103,1
55,0,77,4
56,0,97,1
53,0,81,1
37,0,78,1
42,0,86,1
37,0,81,1
43,0,88,1
44,0,84,1
103,0,104,5
41,-3,79,1
56,-2,87,1
38,1,92,1
53,0,88,1
55,-2,83,1
39,0,80,1
45,0,78,1
50,2,83,1
37,0,81,1
37,0,79,1
37,0,76,1
44,-104,82,1
37,-2,81,1
37,0,78,1
37,0,105,1
56,3,98,4
53,3,85,1
51,0,84,1
37,0,77,1
37,-36,78,3
56,0,95,4
41,3,76,1
55,0,83,4
37,0,76,1
45,0,81,1
37,0,78,1
57,-2,83,1
50,0,107,1
45,0,86,1
43,0,83,1
71,-51,88,3
45,5,83,1
40,0,76,1
51,-5,90,1
51,-1,77,1
48,1,84,1
56,3,83,1
50,-3,85,1
37,1,77,1
37,0,80,1
44,0,83,1
44,3,77,1
37,0,75,1
40,-4,76,1
45,-1,77,1
52,0,86,1
50,4,91,1
43,0,84,1
55,0,82,1
37,0,76,1
45,-1,88,1
55,0,93,1
49,0,108,1
44,-1,77,1
55,0,92,4
49,0,84,1
39,-5,77,1
53,-2,86,1
42,0,76,1
104,-1,105,5
49,0,88,1
47,-2,76,1
37,0,78,1
44,5,86,1
55,-2,80,4
46,5,81,1
37,0,104,1
43,0,87,1
37,0,75,1
52,0,86,1
41,0,106,1
37,0,97,1
42,0,77,1
41,-3,86,1
48,-5,78,1
37,0,90,1
37,0,81,1
56,0,90,1
55,0,93,1
41,-1,78,1
40,0,110,1
101,0,102,5
43,0,108,1
102,0,102,5
55,3,88,1
37,0,78,1
38,1,77,1
37,0,78,1
41,1,78,1
51,0,81,1
56,0,82,1
45,0,74,1
53,0,86,1
55,0,77,4
55,0,95,4
37,0,77,1
45,-2,79,1
37,0,77,1
50,0,81,1
55,1,95,4
51,0,102,1
37,-4,107,1
44,0,76,1
55,0,77,4
47,-3,84,1
84,0,88,5
46,0,81,1
46,0,80,1
49,0,81,1
52,-1,88,1
45,0,79,1
46,1,90,1
52,0,86,1
46,0,77,1
37,0,77,1
37,-5,76,1
46,0,87,1
49,0,95,1
56,0,97,4
37,-3,82,1
44,1,86,1
53,1,86,1
82,0,86,5
43,-3,79,1
37,0,76,1
53,0,80,1
40,-5,109,1
37,0,96,1
37,0,95,1
37,0,79,1
41,0,86,1
43,-2,77,1
60,-2,111,1
51,-1,77,1
55,0,95,4
56,0,107,1
48,3,77,1
41,1,77,1
46,0,87,1
37,-1,106,1
44,-4,77,1
37,5,77,1
53,-1,81,1
43,-1,78,1
55,0,77,4
55,0,95,1
40,-1,86,1
55,0,81,4
43,0,84,1
56,2,89,1
37,0,79,1
56,4,95,4
39,-5,81,1
45,0,87,1
37,0,82,1
51,0,80,1
56,4,99,4
39,-3,106,1
79,0,83,5
39,-1,76,1
84,-3,88,5
53,-2,86,1
81,-2,84,5
49,-3,86,1
46,1,78,1
56,0,97,4
45,0,76,1
56,0,77,4
53,3,81,1
37,0,78,1
41,0,75,1
46,0,85,1
41,2,77,1
46,0,88,1
55,0,96,1
85,0,88,5
46,-2,109,1
41,0,81,1
40,0,97,1
55,0,77,4
49,0,86,1
43,0,75,1
101,5,102,5
37,0,95,1
41,3,79,1
41,0,86,1
55,0,78,4
43,0,80,1
55,0,95,4
41,0,86,1
43,-3,77,1
45,1,86,1
45,0,86,1
40,0,86,1
55,-1,82,1
56,0,76,4
51,-1,83,1
41,0,79,1
37,0,81,1
56,4,95,4
37,0,79,1
55,0,77,4
44,1,79,1
37,0,76,1
56,-2,97,4
54,0,78,1
37,0,92,1
102,0,102,5
46,0,85,1
55,0,93,4
55,0,76,4
37,0,109,1
81,0,86,5
56,4,97,4
43,0,86,1
37,0,93,1
56,3,95,4
41,4,76,1
37,0,96,1
37,0,93,1
37,0,90,1
51,0,88,1
44,1,79,1
48,-1,81,1
45,0,81,1
43,-3,82,1
45,-2,77,1
38,3,76,1
37,0,108,1
55,1,86,1
37,-1,80,1
49,1,86,1
55,0,78,4
47,0,85,1
46,-1,77,1
55,0,96,4
37,0,76,1
56,4,97,4
44,5,83,1
55,0,78,4
44,0,77,1
38,1,75,1
55,0,82,4
37,0,78,1
56,0,81,4
81,3,84,5
55,0,97,4
37,0,107,1
37,0,94,1
44,0,80,1
53,0,85,1
80,3,84,5
48,0,77,1
37,0,106,1
37,0,76,1
81,0,85,5
37,0,80,1
101,0,102,5
37,0,81,1
37,0,75,1
46,0,84,1
56,0,91,4
56,0,80,1
48,0,87,1
44,-3,86,1
46,5,81,1
37,0,90,1
37,3,79,1
46,0,82,1
37,-4,102,1
46,0,86,1
38,0,102,1
41,0,81,1
79,2,83,5
83,0,86,5
37,1,75,1
37,0,108,1
45,1,108,1
44,-3,88,1
55,0,77,4
37,0,77,1
37,-1,94,1
49,0,88,1
37,0,92,1
53,0,85,1
55,0,97,4
44,-1,76,1
53,0,79,1
57,-2,83,1
37,0,104,1
40,0,77,1
37,0,83,1
49,2,78,1
44,0,85,1
56,0,78,1
47,5,77,1
56,0,77,4
45,2,79,1
55,0,78,4
37,0,78,1
41,0,100,1
55,-2,76,4
44,-1,89,1
37,0,79,1
48,-1,84,1
45,0,81,1
43,-1,85,1
40,0,86,1
46,1,86,1
56,-2,77,4
39,0,79,1
43,0,75,1
43,0,108,1
37,0,95,1
37,0,79,1
45,0,88,1
39,-1,79,1
43,0,85,1
37,0,77,1
44,3,90,1
53,-2,84,1
44,0,79,1
62,0,109,1
46,4,82,1
37,0,77,1
65,-3,109,1
54,1,84,1
45,1,87,1
43,0,80,1
59,0,86,1
55,0,93,4
49,0,106,1
45,0,76,1
56,0,78,4
45,1,79,1
46,-1,85,1
105,2,107,5
47,1,80,1
46,0,92,1
56,5,86,1
76,0,81,5
38,2,83,1
56,0,81,4
55,-1,98,4
55,0,97,4
44,0,86,1
42,0,97,1
37,0,78,1
37,0,79,1
56,0,81,4
45,0,88,1
46,-1,100,1
49,-1,81,1
42,5,84,1
49,0,95,1
37,0,74,1
81,-2,85,5
44,0,86,1
53,-1,86,1
43,-1,85,1
42,4,86,1
37,4,81,1
49,-3,86,1
43,0,80,1
37,0,76,1
45,0,83,1
37,0,79,1
45,-5,78,1
49,0,106,1
41,0,85,1
41,0,82,1
49,0,89,1
37,0,83,1
81,0,85,5
48,0,85,1
80,0,84,5
55,0,77,4
66,0,109,1
45,0,89,1
45,0,86,1
37,0,77,1
37,0,92,1
46,-1,87,1
81,4,84,5
37,0,81,1
81,5,84,5
37,0,105,1
38,0,78,1
37,0,79,1
42,2,77,1
55,0,79,4
45,-1,86,1
56,2,91,4
43,0,86,1
51,0,78,1
42,4,75,1
37,5,75,1
56,0,107,1
79,-1,83,5
46,0,84,1
55,0,98,4
37,0,77,1
37,0,81,1
55,0,77,4
42,5,85,1
37,0,78,1
44,2,83,1
55,-1,80,1
45,0,86,1
44,-4,76,1
47,4,81,1
49,0,83,1
37,0,80,1
37,-4,76,1
39,2,79,1
41,-1,80,1
37,0,76,1
45,0,84,1
37,0,77,1
55,-1,77,4
53,1,86,1
55,0,78,4
45,0,85,1
37,0,80,1
79,-1,83,5
41,0,83,1
37,0,83,1
56,-1,92,4
39,0,86,1
41,3,77,1
62,0,109,1
55,0,81,4
41,0,79,1
43,1,83,1
56,0,78,4
49,0,80,1
44,3,79,1
37,0,80,1
37,0,105,1
46,0,91,1
37,0,82,1
44,0,75,1
49,3,81,1
55,0,79,4
41,5,88,1
37,0,76,1
56,0,95,4
56,0,96,1
45,0,83,1
41,-1,86,1
37,0,77,1
37,1,90,1
53,0,86,1
37,0,84,1
37,2,81,1
53,5,84,1
41,0,84,1
48,-1,83,1
42,2,82,1
55,-1,97,4
46,0,79,1
85,0,89,5
37,0,80,1
37,0,77,1
37,0,81,1
37,0,106,1
55,0,82,1
41,4,86,1
55,0,96,4
37,0,79,1
39,0,80,1
43,0,108,1
51,0,86,1
37,0,77,1
50,1,78,1
51,0,81,1
55,6,95,4
48,1,77,1
55,0,95,4
45,-5,86,1
56,0,107,1
41,0,89,1
44,1,86,1
55,0,86,1
46,0,83,1
49,0,79,1
105,1,106,5
56,-1,97,4
46,-2,76,1
49,0,83,1
45,-2,81,1
37,1,80,1
43,0,77,1
37,0,80,1
55,0,92,4
56,0,91,4
52,-5,80,1
48,1,81,1
50,-4,106,1
37,0,74,1
44,0,89,1
49,0,107,1
55,0,98,4
56,0,79,4
55,4,77,4
44,3,82,1
46,-2,82,1
43,0,81,1
55,0,82,1
55,-5,93,1
50,-1,87,1
55,0,77,4
37,0,79,1
44,0,88,1
77,-3,81,5
55,0,83,4
37,0,106,1
50,-3,79,1
49,0,81,1
45,1,83,1
37,0,79,1
45,2,76,1
55,0,77,4
49,0,107,1
41,3,83,1
79,-4,83,5
43,0,86,1
41,0,77,1
51,3,80,1
76,0,80,5
53,0,83,1
48,2,82,1
56,1,97,4
53,0,86,1
51,0,86,1
45,0,82,1
37,0,105,1
41,0,79,1
37,-4,97,1
44,0,82,1
45,0,81,1
55,3,85,1
39,-3,79,1
55,0,81,4
37,1,77,1
64,3,112,1
55,0,96,4
41,-4,83,1
42,0,76,1
43,0,84,1
44,2,102,1
41,0,83,1
38,2,79,1
37,0,95,1
37,0,102,1
82,0,85,5
68,0,111,1
55,0,97,4
50,3,83,1
37,0,78,1
37,0,79,1
82,0,86,5
48,4,80,1
56,0,96,4
42,-3,86,1
79,0,83,5
43,0,78,1
80,0,84,5
37,-1,77,1
37,0,104,1
46,2,86,1
51,0,79,1
39,0,106,1
46,-5,76,1
53,4,86,1
43,0,81,1
50,5,87,1
44,0,83,1
49,0,83,1
46,0,86,1
37,0,84,1
43,-2,86,1
52,0,86,1
44,0,79,1
37,0,77,1
41,0,81,1
56,0,97,4
49,0,88,1
56,0,96,4
56,5,95,4
44,0,83,1
49,0,87,1
41,-1,79,1
48,0,83,1
44,0,81,1
50,-1,78,1
46,-3,87,1
45,2,79,1
37,0,108,1
37,0,108,1
37,0,84,1
43,-1,77,1
38,1,92,1
41,-1,76,1
49,0,87,1
37,0,78,1
37,1,91,1
37,0,76,1
37,0,106,1
51,0,88,1
45,0,74,1
37,-78,75,3
43,0,81,1
55,-1,81,1
37,0,99,1
102,0,103,5
45,0,87,1
41,-2,77,1
56,0,97,4
37,-1,80,1
56,0,79,4
49,0,88,1
55,-3,96,1
56,1,97,4
37,0,77,1
59,0,86,1
55,0,91,4
45,0,93,1
55,0,78,1
56,2,98,4
37,0,79,1
37,0,96,1
37,0,77,1
37,0,76,1
37,0,80,1
37,0,81,1
101,0,102,5
45,0,87,1
37,0,105,1
56,0,81,1
76,0,79,5
55,0,77,4
56,3,98,4
41,0,81,1
43,0,79,1
38,0,90,1
45,0,87,1
42,3,79,1
37,-1,79,1
45,0,87,1
37,0,83,1
56,-1,86,1
51,0,81,1
37,0,106,1
37,0,83,1
49,-5,86,1
41,0,83,1
46,3,79,1
51,-2,77,1
56,4,98,4
56,0,86,1
42,0,78,1
53,3,85,1
37,0,74,1
56,0,93,4
56,0,97,4
56,0,78,4
37,0,77,1
37,0,76,1
55,0,98,4
41,0,88,1
47,0,76,1
42,1,79,1
106,-1,108,5
80,-2,84,5
44,0,81,1
37,0,77,1
55,-3,98,4
56,0,79,4
79,-3,83,5
56,0,92,4
53,0,81,1
49,0,78,1
37,0,105,1
37,0,96,1
105,1,106,5
56,0,96,4
37,0,79,1
43,-1,77,1
37,0,78,1
49,0,80,1
41,-2,77,1
42,0,78,1
45,0,77,1
44,0,81,1
104,-3,106,5
41,0,83,1
49,0,95,1
37,0,77,1
49,0,88,1
42,3,86,1
37,0,90,1
44,0,89,1
45,-1,88,1
37,0,84,1
37,0,77,1
37,0,78,1
37,0,105,1
59,0,87,1
37,-1,106,1
38,0,109,1
44,0,76,1
55,-3,81,4
54,1,86,1
37,0,79,1
56,-1,81,1
42,3,77,1
43,0,84,1
55,0,77,4
38,4,76,1
37,0,75,1
48,3,82,1
45,0,81,1
37,0,76,1
37,-21,106,1
43,-1,83,1
